Region Name,Region Type,Data Type,2020-04-14 10:00:00,2020-05-14 20:00:00,2020-06-14 06:00:00,2020-07-14 16:00:00,2020-08-14 02:00:00,2020-09-13 12:00:00
Madison Metro,metro,Middle Tier,292769.0568255607,293865.72765308863,295401.0668116277,296497.7376391556,297813.74263218907,299129.74762522255
Manchester-Nashua Metro,metro,Middle Tier,312658.49736720795,314738.3469712516,316818.19657529524,319226.4434852405,321963.08770108747,325356.5265287376
Medford Metro,metro,Middle Tier,326427.59012210846,327260.7117847196,328718.67469428905,329760.076772553,331009.7592664696,332571.8623838655
Memphis Metro,metro,Middle Tier,159120.9783082274,160165.150796308,161441.36161507317,162369.5149378115,163297.6682605498,164457.8599139727
Merced Metro,metro,Middle Tier,283639.1767223384,284464.32269973453,285289.46867713064,286630.3308903994,289415.1985641114,292200.06623782334
Miami-Fort Lauderdale-West Palm Beach Metro,metro,Middle Tier,309569.0287864024,310186.71425468556,310598.50456687424,311319.13761320454,312966.2988619595,314201.66979852563
Milwaukee-Waukesha-West Allis Metro,metro,Middle Tier,211512.13747413878,212609.251586607,213816.07711032202,214913.19122279025,215681.17110151798,216339.43956899893
Minneapolis-St. Paul-Bloomington Metro,metro,Middle Tier,299696.03196533665,301087.8297833385,302372.5662307248,303550.24130749557,304942.0391254974,306655.0210553458
Mobile Metro,metro,Middle Tier,124713.33604915452,125388.11497429709,126159.29088874575,126834.06981388832,127605.24572833697,128376.42164278563
Modesto Metro,metro,Middle Tier,338642.0091517175,340073.6981007079,341607.6505460548,342323.49502055004,344164.2379549663,345800.4538966697
Montgomery Metro,metro,Middle Tier,124895.23434119862,125302.74143446508,125608.37175441493,126015.8788476814,126423.38594094785,126830.8930342143
Myrtle Beach-Conway-North Myrtle Beach Metro,metro,Middle Tier,208028.51244332874,208670.41694575266,209419.30553191385,210275.17820181238,210382.1622855497,211024.0667879736
Napa Metro,metro,Middle Tier,717071.7649798794,717071.7649798794,715771.3329326427,714771.0005886145,713570.6017757807,714370.8676510032
Naples-Immokalee-Marco Island Metro,metro,Middle Tier,347395.32535431394,347101.22907664033,347591.3895394297,347787.4537245454,348277.6141873348,349355.9672054714
Nashville-Davidson--Murfreesboro--Franklin Metro,metro,Middle Tier,287465.6675924269,288636.79202114884,289914.3823070273,291191.97259290575,292469.5628787842,294066.5507361323
New Haven-Milford Metro,metro,Middle Tier,227718.05689293143,228101.9296960963,228178.70425672928,229099.998984325,229714.19546938883,230635.49019698455
New Orleans-Metairie Metro,metro,Middle Tier,204137.01870850936,204771.0597359111,206144.81529528156,207518.570854652,208786.6529094555,209209.34692772332
New York-Newark-Jersey City Metro,metro,Middle Tier,491562.81491745263,491669.63513194176,492203.7362043875,492951.47770581156,493806.03942172474,494553.7809231488
Norwich-New London Metro,metro,Middle Tier,240470.73048998346,240470.73048998346,240389.8862526507,241279.1728633111,241683.39404997494,241198.32862597835
Ocala Metro,metro,Middle Tier,174211.9529753937,174756.83332279557,175628.64187863856,176391.47436500117,176718.40257344226,177154.30685136377
Ogden-Clearfield Metro,metro,Middle Tier,325693.1146682973,327448.69627716823,329643.17328825686,331837.6502993455,334032.1273104342,336336.32817207725
Oklahoma City Metro,metro,Middle Tier,157881.5497153982,158540.56411459387,159199.5785137895,160078.26437938373,160847.1145117787,162055.30757697072
Olympia-Tumwater Metro,metro,Middle Tier,354818.74775529926,357989.4628046305,361726.3769699137,365463.29113519704,369879.6442396227,375428.39557595237
Omaha-Council Bluffs Metro,metro,Middle Tier,203094.8187187172,203984.1783260068,204873.53793329635,206096.40739331953,207430.4468042539,208764.48621518826
Orlando-Kissimmee-Sanford Metro,metro,Middle Tier,262910.44379502453,263958.33157734375,265006.2193596629,266368.4734766778,267730.7275936927,269197.7704889396
Oxnard-Thousand Oaks-Ventura Metro,metro,Middle Tier,617198.0887762881,618874.5136682006,621142.6179337292,622523.2031388335,623114.8825124496,623213.4957413857
Palm Bay-Melbourne-Titusville Metro,metro,Middle Tier,231992.05963440202,232935.35909999817,234088.28066906013,235346.013289855,236603.7459106499,238804.7779970409
Panama City Metro,metro,Middle Tier,225383.14684248826,227234.78530930117,229522.10341536417,233769.97989805258,237473.25683167836,241285.45367511667
Pensacola-Ferry Pass-Brent Metro,metro,Middle Tier,194190.01490563527,195077.6757069756,195854.3789081484,196852.9973096563,198517.36131216947,200403.6405150177
Peoria Metro,metro,Middle Tier,112634.64513288552,112694.13364112876,112872.59916585851,112991.576182345,113110.55319883149,113289.01872356122
Philadelphia-Camden-Wilmington Metro,metro,Middle Tier,253519.59919214348,253951.7241458159,254491.88033790648,255032.036529997,255680.22396050565,255896.28643734189
Phoenix-Mesa-Scottsdale Metro,metro,Middle Tier,292312.32083200454,294380.35988732585,296758.6048009453,299033.44776179874,301308.2907226521,304100.1434473358
Pittsburgh Metro,metro,Middle Tier,162278.29605306813,163049.90049974195,163931.73415308344,164593.10939308957,165144.255426428,165805.63066643412
Port St. Lucie Metro,metro,Middle Tier,246771.58513187582,247394.27777648452,248016.9704210932,249054.791495441,249885.04835491924,250715.3052143975
Portland-South Portland Metro,metro,Middle Tier,324322.94800364116,326801.08618820726,329166.5817280204,332095.29049159854,335249.2845446827,338741.2065320258
Portland-Vancouver-Hillsboro Metro,metro,Middle Tier,431005.7074141616,432251.22611294565,433081.571912135,434015.710936223,435157.43641010835,437129.50768318307
Prescott Metro,metro,Middle Tier,329036.4826088993,329983.8181329947,331246.9321651218,333983.6792347306,337246.7238177257,340825.5469087526
Providence-Warwick Metro,metro,Middle Tier,324197.8381731337,325827.20133704296,327022.0676572431,328216.93397744326,329846.29714135255,331149.78767248
Pueblo Metro,metro,Middle Tier,200181.81606687454,201794.28841080834,202946.05437076103,204212.99692670902,205940.64586663808,207668.29480656714
Punta Gorda Metro,metro,Middle Tier,224561.98683756578,224870.11953505088,225178.25223253598,224664.69773672748,223945.7214425956,224151.143240919
Raleigh Metro,metro,Middle Tier,292822.11390656297,293907.37155626644,294775.5776760292,295209.6807359106,295860.83532573265,296837.5672104658
Reading Metro,metro,Middle Tier,191028.38613128007,192234.96986156976,193660.9324519121,194757.82675217543,195745.03162241244,197061.30478272843
Reno Metro,metro,Middle Tier,399683.14483490476,401744.98402759456,403497.54734138085,405353.2026148017,407311.949847857,409683.0649194502
Richmond Metro,metro,Middle Tier,253059.9989421371,253616.47436689274,254284.24487659946,254729.42521640394,255731.08098096403,256621.441660573
Riverside-San Bernardino-Ontario Metro,metro,Middle Tier,393150.3575239819,394366.55349597894,396494.8964469738,397204.3440973054,398420.5400693024,399535.3863769664
Roanoke Metro,metro,Middle Tier,189557.8012687056,190119.02860426117,190455.7650055945,190680.2559398167,191129.23780826115,191465.97420959448
Rochester Metro,metro,Middle Tier,159124.94119681217,159671.50441252097,160218.06762822974,160655.31820079678,161420.50670278908,162295.00784792315
Rockford Metro,metro,Middle Tier,122873.79353589514,123083.29166722645,123188.04073289211,123292.78979855776,123083.29166722645,122769.04447022948
Sacramento--Roseville--Arden-Arcade Metro,metro,Middle Tier,439602.02634245437,442044.0033505315,444180.733232599,446826.2083246826,449776.93054277584,453338.14701288834
Saginaw Metro,metro,Middle Tier,98232.944072477,98777.2142990822,98777.2142990822,98777.2142990822,98994.92238972428,99539.19261632948
Salem Metro,metro,Middle Tier,311563.17770977283,312213.3134788215,313188.5171323944,314597.1446319998,316114.12809311325,317414.3996312105
Salinas Metro,metro,Middle Tier,614086.3085056479,615096.9364368378,615905.4387817897,618533.0714028834,619745.8249203112,621564.955196453
San Antonio-New Braunfels Metro,metro,Middle Tier,210224.90807016275,210969.84207608036,211076.26121978287,211608.35693829542,211714.77608199796,212246.8718005105
San Diego-Carlsbad Metro,metro,Middle Tier,622318.4158881329,625278.8562542332,628851.8015236645,634058.0932019786,638345.6275252963,643347.7509025001
San Francisco-Oakland-Hayward Metro,metro,Middle Tier,1127583.3165069986,1131886.0797690214,1140291.477769252,1150498.0324838178,1160004.1373650308,1168909.856674799
San Jose-Sunnyvale-Santa Clara Metro,metro,Middle Tier,1204847.5860643897,1210983.6656248984,1220528.6782745784,1236988.955190863,1253644.028283672,1271565.2765238872
San Luis Obispo-Paso Robles-Arroyo Grande Metro,metro,Middle Tier,640434.3779538164,642260.382972461,643274.8302050414,645100.8352236862,648549.9558144595,650274.5161098461
Santa Cruz-Watsonville Metro,metro,Middle Tier,869232.742733904,870147.558282952,869131.0965617875,870859.0814877672,874518.3436839592,880210.5293224802
Santa Rosa Metro,metro,Middle Tier,654756.3904298752,655764.1508811734,657678.8957386399,663120.8021756499,669167.3648834389,672190.6462373333
Savannah Metro,metro,Middle Tier,208591.80604727624,208918.23499147905,209135.85428761426,209462.28323181707,209571.09287988467,209462.28323181707
Scranton--Wilkes-Barre--Hazleton Metro,metro,Middle Tier,119835.95268983257,120363.84086778156,120786.15141014075,121208.46195249996,121314.03958808974,121630.77249485915
Seattle-Tacoma-Bellevue Metro,metro,Middle Tier,540679.1940269577,543941.4255456459,548571.689636687,553622.8868269138,558779.317291937,564461.914130942
Sebastian-Vero Beach Metro,metro,Middle Tier,239255.3456114987,239463.5937878496,239671.84196420046,239984.2142287268,242274.94416858655,244253.30184391997
Shreveport-Bossier City Metro,metro,Middle Tier,107571.02983636728,107648.41665144044,107880.5770966599,108267.51117202565,108809.21887753773,109273.53976797665
South Bend-Mishawaka Metro,metro,Middle Tier,140378.68997247808,141051.05582317896,141611.36069876305,141611.36069876305,142059.60459923028,142844.031425048
Spartanburg Metro,metro,Middle Tier,156332.5176830393,157349.9353781303,158254.30666265564,158819.53871548397,159384.77076831227,160176.09564227195
Spokane-Spokane Valley Metro,metro,Middle Tier,287197.2368144165,289727.77792755875,292603.3928288568,296169.15530646645,300540.0899564395,305371.12299062026
Springfield Metro,metro,Middle Tier,135688.54730092865,135787.20486533982,135688.54730092865,135787.20486533982,135787.20486533982,135885.862429751
Springfield Metro,metro,Middle Tier,237445.32114417307,238447.34829937766,239226.70275342566,240340.06625920854,242010.11151788285,243568.82042597886
Springfield Metro,metro,Middle Tier,161956.1845586224,163090.39430381072,163884.34112544256,164791.70892159324,165585.65574322507,166493.02353937575
St. Louis Metro,metro,Middle Tier,182956.27195008105,183286.22517891348,183836.14722696747,184166.1004557999,184496.0536846323,184716.0225038539
State College Metro,metro,Middle Tier,259072.7126827542,259508.03908733453,259725.7022896247,260269.8602953501,260596.35509878537,261575.83950909108
Stockton-Lodi Metro,metro,Middle Tier,392364.3326744587,393474.8895234056,395998.8823619214,397715.1974921122,400340.1500441686,402258.38460144063
Syracuse Metro,metro,Middle Tier,147913.31748021426,148865.05853387687,149578.86432412383,150411.63774607863,151363.37879974124,152909.958011943
Tallahassee Metro,metro,Middle Tier,186854.43685747354,187287.10348961828,187827.93677979923,188693.2700440887,189774.93662445058,190964.76986284863
Tampa-St. Petersburg-Clearwater Metro,metro,Middle Tier,236957.62448808836,238024.70597002766,239091.78745196701,240158.86893390634,241652.7830086214,243360.11337972432
Toledo Metro,metro,Middle Tier,126361.96645885793,127269.22052360412,128063.06783025702,128856.91513690993,129764.1692016561,130898.23678258882
Trenton Metro,metro,Middle Tier,251659.41943284508,252217.84896081706,253095.3810762016,253334.708016761,253972.91319158612,254052.68883843927
Tucson Metro,metro,Middle Tier,225262.7310926984,226906.49025491468,229426.92097031296,231289.84802082472,233043.19112718877,234796.53423355278
Tulsa Metro,metro,Middle Tier,150701.92916331295,151143.64193397618,151585.3547046394,152247.92386063424,153020.9212092949,154014.77494328716
Utica-Rome Metro,metro,Middle Tier,138615.53661534417,139311.69471271706,140239.9055092142,140936.06360658706,141516.19535439782,141748.24805352208
Vallejo-Fairfield Metro,metro,Middle Tier,464229.5403371601,464229.5403371601,464630.1510141457,467033.81507605937,469137.02113023377,471841.14319988666
Virginia Beach-Norfolk-Newport News Metro,metro,Middle Tier,244336.59219505923,244978.9957851044,245514.33211014202,246370.8702302022,247227.40835026244,248191.01373533017
Visalia-Porterville Metro,metro,Middle Tier,228958.68409488426,229787.01751749683,230408.26758445625,230615.3509401094,232375.5594631611,233825.1429527331
Waco Metro,metro,Middle Tier,165089.75190578843,165862.29685767804,166524.478245012,167407.38676145728,168511.02240701386,169835.38518168178
Washington-Arlington-Alexandria Metro,metro,Middle Tier,440890.3407226909,442441.1863397497,443681.8628333968,444715.759911436,445542.8775738674,446576.7746519066
Wichita Metro,metro,Middle Tier,146657.11743163818,147001.16931127783,147459.90515079733,148148.0089100766,149180.1645489955,150212.3201879144
Wilmington Metro,metro,Middle Tier,264241.56358164665,265445.6278068386,266868.61280024727,268291.5977936559,270261.88470760634,272122.71123744844
Winston-Salem Metro,metro,Middle Tier,165463.7047022183,166285.57073412766,167107.436766037,167929.30279794635,168633.7593967258,169220.80656237536
Worcester Metro,metro,Middle Tier,297013.0675635837,298872.56130571116,300841.43703266955,303029.0767292901,305763.62635006564,309263.84986465843
Yakima Metro,metro,Middle Tier,235307.77503628645,237902.73003952118,240733.59004305003,244743.9750480492,248754.36005304838,252764.74505804759
York-Hanover Metro,metro,Middle Tier,193884.85207171217,194533.22257516248,195613.84008091304,196370.2723349384,196910.58108781368,197126.70458896377
Youngstown-Warren-Boardman Metro,metro,Middle Tier,100376.87100596204,100935.26699251172,101158.6253871316,101158.6253871316,100935.26699251172,100600.22940058191
